Id,Neighborhood,GarageType,GarageArea,GarageCars,HouseStyle,YearBuilt,Heating,PoolArea,SalePrice
842,OldTown,Detchd,686,2,2Story,1904,GasA,0,157500
843,NAmes,Attchd,490,2,SLvl,1966,GasA,0,174900
844,NAmes,None,0,0,1Story,1961,GasA,0,141000
845,OldTown,Detchd,720,3,1.5Fin,1915,GasA,0,153900
846,Sawyer,Basment,611,2,SFoyer,1975,GasA,0,171000
847,SawyerW,Attchd,425,2,2Story,1993,GasA,0,213000
848,CollgCr,Attchd,338,1,1Story,1972,GasA,0,133500
849,ClearCr,Detchd,360,2,1.5Fin,1908,GasA,0,240000
850,Veenker,Attchd,512,2,SLvl,1976,GasA,0,187000
851,CollgCr,Attchd,420,2,1Story,2003,GasA,0,131500
852,Blmngtn,Attchd,400,2,1Story,2003,GasA,0,215000
853,Crawfor,Detchd,240,1,2.5Unf,1941,GasA,0,164000
854,NAmes,Attchd,645,2,SLvl,1964,GasA,0,158000
855,Sawyer,Attchd,454,2,1Story,1955,GasA,0,170000
856,Sawyer,Detchd,260,1,1Story,1962,GasA,0,127000
857,CollgCr,Detchd,576,2,SLvl,1978,GasA,0,147000
858,Gilbert,Attchd,343,2,2Story,1994,GasA,0,174000
859,NWAmes,Attchd,479,2,1Story,1976,GasA,0,152000
860,NWAmes,Attchd,619,2,2Story,1968,GasA,0,250000
861,Crawfor,Detchd,216,1,1.5Fin,1918,GasA,0,189950
862,Sawyer,Attchd,504,2,1Story,1965,GasA,0,131500
863,SawyerW,Attchd,480,2,1Story,1984,GasA,0,152000
864,NAmes,Attchd,672,1,1Story,1959,GasA,0,132500
865,Somerst,Attchd,529,2,1Story,2007,GasA,0,250580
866,NAmes,Detchd,902,2,1Story,1970,GasA,0,148500
867,Timber,Attchd,870,3,1Story,2006,GasA,0,248900
868,Sawyer,Attchd,544,2,1Story,1961,GasA,0,129000
869,Gilbert,Attchd,672,2,2Story,1948,GasA,0,169000
870,SawyerW,Attchd,574,2,2Story,1993,GasA,0,236000
871,NAmes,Detchd,308,1,1Story,1962,GasA,0,109500
872,CollgCr,Attchd,523,2,2Story,1998,GasA,0,200500
873,NAmes,Attchd,414,2,1Story,1953,GasA,0,116000
874,NAmes,Attchd,288,1,1Story,1949,GasA,0,133000
875,OldTown,Detchd,200,1,1.5Fin,1941,GasA,0,66500
876,Somerst,BuiltIn,550,2,2Story,2007,GasA,0,303477
877,Mitchel,Attchd,648,2,1Story,1963,GasA,0,132250
878,NridgHt,Attchd,738,3,2Story,2004,GasA,0,350000
879,Sawyer,Detchd,576,2,SFoyer,1961,GasA,0,148000
880,CollgCr,Attchd,336,1,1Story,1978,GasA,0,136500
881,Edwards,Attchd,450,2,1Story,2005,GasA,0,157000
882,Timber,Attchd,400,2,1.5Fin,1990,GasA,0,187500
883,Gilbert,BuiltIn,389,2,2Story,1992,GasA,0,178000
884,SWISU,Detchd,440,1,2.5Fin,1912,GasA,0,118500
885,NAmes,Attchd,288,1,1Story,1967,GasA,0,100000
886,Somerst,Attchd,506,2,1Story,1999,GasA,0,328900
887,NAmes,Attchd,588,2,1Story,1959,GasA,0,145000
888,Edwards,Attchd,300,1,1.5Fin,1955,GasA,0,135500
889,NAmes,Attchd,621,2,1Story,1970,GasA,0,268000
890,NAmes,Attchd,505,2,1Story,1953,GasA,0,149500
891,NAmes,Detchd,576,2,1.5Fin,1949,GasA,0,122900
892,Sawyer,Attchd,440,2,2Story,1978,GasA,0,172500
893,Sawyer,Attchd,264,1,1Story,1963,GasA,0,154500
894,Sawyer,Attchd,354,1,1Story,1954,GasA,0,165000
895,SawyerW,Attchd,400,2,1Story,1979,GasA,0,118858
896,NAmes,Attchd,483,2,2Story,1963,GasA,0,140000
897,IDOTRR,Detchd,327,1,1Story,1936,GasA,0,106500
898,SawyerW,Detchd,528,2,2Story,1979,GasA,0,142953
899,NridgHt,Attchd,820,3,1Story,2009,GasA,0,611657
900,Sawyer,Attchd,288,1,1Story,1961,GasA,0,135000
901,NAmes,Detchd,684,1,1Story,1971,GasA,0,110000
902,NAmes,Detchd,756,1,1Story,1957,GasA,0,153000
903,Gilbert,Attchd,393,2,2Story,2003,GasA,0,180000
904,Gilbert,Attchd,690,3,1Story,2006,GasA,0,240000
905,Sawyer,Attchd,288,1,1Story,1967,GasA,0,125500
906,NAmes,Attchd,280,1,1Story,1954,GasA,0,128000
907,Somerst,Attchd,865,3,1Story,2006,GasA,0,255000
908,Crawfor,Attchd,180,1,1.5Fin,1936,GasA,0,250000
909,Mitchel,Attchd,484,2,1Story,1983,GasA,0,131000
910,Gilbert,Attchd,390,2,2Story,2005,GasA,0,174000
911,NAmes,Detchd,480,2,2Story,1960,GasA,0,154300
912,CollgCr,Detchd,252,1,1Story,1977,GasA,0,143500
913,BrkSide,Detchd,450,1,1Story,1925,GasA,0,88000
914,Crawfor,2Types,871,3,2Story,1949,GasA,0,145000
915,Somerst,Detchd,528,2,2Story,2009,GasA,0,173733
916,MeadowV,Attchd,286,1,2Story,1970,GasA,0,75000
917,IDOTRR,Detchd,308,1,1Story,1949,GasA,0,35311
918,Edwards,Attchd,284,1,1Story,1956,GasA,0,135000
919,SawyerW,Attchd,833,3,2Story,1991,GasA,0,238000
920,NAmes,Attchd,601,2,1Story,1958,GasA,0,176500
921,SawyerW,Attchd,471,2,2Story,1994,GasA,0,201000
922,Edwards,None,0,0,1.5Fin,1900,GasA,0,145900
923,Gilbert,Attchd,397,2,1Story,2005,GasA,0,169990
924,SawyerW,Attchd,533,2,1Story,1993,GasA,0,193000
925,NWAmes,Attchd,612,2,1Story,1980,GasA,0,207500
926,NWAmes,Attchd,540,2,1Story,1977,GasA,0,175000
927,NridgHt,BuiltIn,656,3,2Story,2003,GasA,0,285000
928,NWAmes,Attchd,486,2,2Story,1968,GasA,0,176000
929,CollgCr,Attchd,522,2,1Story,2001,GasA,0,236500
930,Gilbert,BuiltIn,642,2,2Story,1997,GasA,0,222000
931,Timber,Attchd,610,3,1Story,2007,GasA,0,201000
932,NAmes,Detchd,429,1,1Story,1965,GasA,0,117500
933,Somerst,Attchd,788,3,1Story,2006,GasA,0,320000
934,CollgCr,Attchd,570,2,1Story,2004,GasA,0,190000
935,NAmes,Attchd,505,2,1Story,1960,GasA,0,242000
936,BrkSide,Detchd,528,2,1Story,1926,GasA,0,79900
937,SawyerW,Attchd,555,2,1Story,2003,GasA,0,184900
938,Somerst,Attchd,689,2,2Story,2005,GasA,0,253000
939,CollgCr,Attchd,868,3,2Story,2006,GasA,0,239799
940,ClearCr,Attchd,349,1,2Story,1940,GasA,0,244400
941,Mitchel,Attchd,574,2,1Story,1976,GasA,0,150900
942,Gilbert,BuiltIn,390,2,2Story,1999,GasA,0,214000
943,Edwards,None,0,0,1Story,1977,GasA,0,150000
944,Mitchel,Attchd,576,2,1Story,1967,GasA,0,143000
945,Timber,Basment,525,2,SLvl,1958,GasA,0,137500
946,OldTown,Detchd,456,2,1.5Fin,1890,GasA,0,124900
947,NAmes,Attchd,796,1,SLvl,1959,GasA,0,143000
948,Timber,Attchd,808,3,1Story,2002,GasA,0,270000
949,CollgCr,Attchd,474,2,2Story,2002,GasA,0,192500
950,NWAmes,Attchd,676,2,1Story,1972,GasA,0,197500
951,NAmes,Detchd,720,2,1Story,1950,GasA,0,129000
952,SawyerW,Detchd,300,1,1Story,1965,GasA,0,119900
953,CollgCr,Detchd,396,1,SFoyer,1972,GasA,0,133900
954,Mitchel,Attchd,530,2,2Story,1969,GasA,0,172000
955,Edwards,None,0,0,SFoyer,1975,GasA,0,127500
956,Crawfor,Attchd,492,2,2Story,1946,GasA,0,145000
957,Blueste,Attchd,462,2,2Story,1980,GasA,0,124000
958,Sawyer,Detchd,576,2,1Story,1962,GasA,0,132000
959,CollgCr,Attchd,531,2,1Story,2003,GasA,0,185000
960,Somerst,Detchd,484,2,2Story,1999,GasA,0,155000
961,BrkSide,None,0,0,1Story,1958,GasA,0,116500
962,NWAmes,Attchd,619,2,2Story,1977,GasA,0,272000
963,NPkVill,Detchd,440,2,2Story,1976,GasA,0,155000
964,CollgCr,Attchd,702,2,1Story,2007,GasA,0,239000
965,Timber,BuiltIn,510,2,2Story,2002,GasA,0,214900
966,Gilbert,Attchd,393,2,2Story,2005,GasA,0,178900
967,Crawfor,Detchd,256,1,1.5Fin,1940,GasA,0,160000
968,NAmes,Attchd,260,1,1Story,1955,GasA,0,135000
969,OldTown,None,0,0,1.5Fin,1910,Grav,0,37900
970,NAmes,Attchd,264,1,SLvl,1958,GasA,0,140000
971,NAmes,None,0,0,1.5Fin,1949,GasA,0,135000
972,NridgHt,BuiltIn,474,2,2Story,2003,GasA,0,173000
973,SawyerW,Attchd,264,1,1Story,1979,GasA,0,99500
974,Somerst,Attchd,480,2,1Story,2007,GasA,0,182000
975,BrkSide,Detchd,532,2,2Story,1910,GasA,0,167500
976,Somerst,Detchd,490,2,2Story,2000,GasA,0,165000
977,BrkSide,None,0,0,1Story,1923,GasA,0,85500
978,Somerst,Attchd,569,2,1Story,2006,GasA,0,199900
979,Edwards,Detchd,400,2,1Story,1954,GasA,0,110000
980,Sawyer,Detchd,480,2,1Story,1963,GasA,0,139000
981,NAmes,Attchd,588,2,SFoyer,1961,GasA,0,178400
982,NoRidge,Attchd,676,3,2Story,1998,GasA,0,336000
983,Blmngtn,Attchd,388,2,1Story,2007,GasA,0,159895
984,CollgCr,Attchd,779,2,2Story,2002,GasA,0,255900
985,Mitchel,Attchd,539,2,1.5Fin,1977,GasA,0,126000
986,Edwards,Detchd,240,1,1Story,1950,GasW,0,125000
987,OldTown,Attchd,255,1,1.5Fin,1910,GasA,0,117000
988,NridgHt,Attchd,606,3,1Story,2009,GasA,0,395192
989,NWAmes,Attchd,551,2,2Story,1976,GasA,0,195000
990,Somerst,Attchd,614,2,2Story,2006,GasA,0,197000
991,NoRidge,Attchd,870,3,2Story,1997,GasA,0,348000
992,OldTown,Attchd,424,2,2Story,1882,GasA,0,168000
993,NAmes,Attchd,440,2,2Story,1964,GasA,0,187000
994,CollgCr,Attchd,564,2,2Story,2005,GasA,0,173900
995,NridgHt,Attchd,786,3,1Story,2006,GasA,0,337500
996,BrkSide,Detchd,305,1,1.5Fin,1946,GasA,0,121600
997,NAmes,Attchd,368,1,1Story,1961,GasA,0,136500
998,NWAmes,Attchd,615,2,1Story,1970,GasA,0,185000
999,IDOTRR,Detchd,210,1,1Story,1922,GasA,0,91000
1000,CollgCr,Attchd,632,2,1Story,2006,GasA,0,206000
1001,Edwards,Detchd,528,2,1Story,1952,GasW,0,82000
1002,OldTown,Detchd,216,1,1Story,1920,GasA,0,86000
1003,Somerst,Attchd,824,3,1Story,2006,GasA,0,232000
1004,NWAmes,Detchd,528,2,1Story,1976,GasA,0,136905
1005,Blmngtn,Attchd,457,2,1Story,2005,GasA,0,181000
1006,CollgCr,Attchd,328,1,SLvl,1977,GasA,0,149900
1007,NAmes,Attchd,484,2,1Story,1970,GasA,0,163500
1008,MeadowV,Attchd,286,1,2Story,1970,GasA,0,88000
1009,Mitchel,Attchd,550,2,1Story,2004,GasA,0,240000
1010,SWISU,None,0,0,1.5Fin,1926,GasA,0,102000
1011,Sawyer,Attchd,312,1,1.5Fin,1948,GasA,0,135000
1012,Edwards,None,0,0,1Story,1965,GasA,0,100000
1013,Crawfor,Detchd,180,1,2Story,1923,GasA,0,165000
1014,OldTown,Detchd,280,1,1Story,1910,GasW,0,85000
1015,NAmes,Detchd,240,1,1Story,1948,GasA,0,119200
1016,NWAmes,Attchd,528,2,2Story,2001,GasA,0,227000
1017,CollgCr,Attchd,478,2,1Story,1996,GasA,0,203000
1018,StoneBr,Attchd,565,2,1Story,1984,GasA,0,187500
1019,Gilbert,Attchd,402,2,SLvl,1991,GasA,0,160000
1020,Blmngtn,Attchd,440,2,1Story,2005,GasA,0,213490
1021,Edwards,Attchd,451,2,1Story,2005,GasA,0,176000
1022,CollgCr,Attchd,632,2,1Story,2006,GasA,0,194000
1023,OldTown,Detchd,160,1,1.5Fin,1930,GasA,0,87000
1024,Blmngtn,Attchd,437,2,1Story,2005,GasA,0,191000
1025,Timber,Attchd,665,2,1Story,1976,GasA,0,287000
1026,CollgCr,Detchd,461,2,1Story,1972,GasA,0,112500
1027,NAmes,Attchd,461,2,1Story,1960,GasA,0,167500
1028,Timber,Attchd,800,3,1Story,2007,GasA,0,293077
1029,NAmes,Attchd,240,1,1.5Fin,1941,GasA,0,105000
1030,BrDale,Detchd,264,1,2Story,1972,GasA,0,118000
1031,SWISU,None,0,0,2Story,1916,GasA,0,160000
1032,SWISU,Basment,672,2,2.5Fin,1920,GasA,0,197000
1033,NoRidge,Attchd,796,3,2Story,1993,GasA,0,310000
1034,CollgCr,Attchd,900,3,1Story,2002,GasA,0,230000
1035,Crawfor,Basment,240,1,1Story,1938,GasA,0,119750
1036,Edwards,Detchd,290,1,1Story,1957,GasA,0,84000
1037,Timber,Attchd,912,3,1Story,2007,GasA,0,315500
1038,CollgCr,BuiltIn,905,2,2Story,2001,GasA,0,287000
1039,MeadowV,None,0,0,2Story,1970,GasA,0,97000
1040,MeadowV,Attchd,286,1,SFoyer,1970,GasA,0,80000
1041,Sawyer,Attchd,484,2,1Story,1957,GasA,0,155000
1042,NWAmes,Attchd,484,2,2Story,1966,GasA,0,173000
1043,NridgHt,Attchd,624,2,1Story,2005,GasA,0,196000
1044,SawyerW,Attchd,514,2,2Story,1990,GasA,0,262280
1045,NWAmes,Attchd,542,2,1Story,1981,GasA,0,278000
1046,Edwards,Attchd,452,2,1Story,1955,GasA,0,139600
1047,StoneBr,BuiltIn,716,3,2Story,2005,GasA,0,556581
1048,CollgCr,Detchd,672,2,1Story,1994,GasA,0,145000
1049,Mitchel,Attchd,336,2,1Story,1960,GasA,0,115000
1050,Edwards,Detchd,308,1,1Story,1946,GasA,0,84900
1051,Gilbert,Attchd,436,2,1Story,2007,GasA,0,176485
1052,CollgCr,Attchd,440,2,1Story,2007,GasA,0,200141
1053,NAmes,Attchd,540,2,2Story,1964,GasA,0,165000
1054,Edwards,Basment,364,1,1Story,1957,GasA,0,144500
1055,CollgCr,Attchd,586,2,2Story,2002,GasA,0,255000
1056,NWAmes,Attchd,478,2,1Story,1976,GasA,0,180000
1057,NridgHt,Attchd,484,2,1Story,2005,GasA,0,185850
1058,NoRidge,BuiltIn,467,2,2Story,1994,GasA,0,248000
1059,NridgHt,Attchd,836,3,2Story,2008,GasA,0,335000
1060,Crawfor,Detchd,432,2,1.5Fin,1932,GasA,0,220000
1061,StoneBr,Attchd,582,2,1Story,2001,GasA,0,213500
1062,IDOTRR,Detchd,1248,3,1Story,1935,GasA,0,81000
1063,OldTown,Detchd,560,2,2Story,1900,GasA,0,90000
1064,OldTown,Detchd,440,2,1Story,1925,GasA,0,110500
1065,NAmes,Attchd,480,2,1Story,1966,GasA,0,154000
1066,ClearCr,Attchd,533,2,2Story,1996,GasA,0,328000
1067,Gilbert,Attchd,380,2,2Story,1993,GasA,0,178000
1068,NAmes,Attchd,442,2,2Story,1964,GasA,0,167900
1069,MeadowV,Attchd,576,2,2Story,1973,GasA,0,151400
1070,NAmes,Detchd,576,2,1.5Unf,1949,GasA,0,135000
1071,NAmes,Attchd,286,1,1Story,1956,GasA,0,135000
1072,NWAmes,Attchd,441,2,2Story,1968,GasA,0,154000
1073,Edwards,Detchd,280,1,1.5Fin,1948,GasA,0,91500
1074,Edwards,Attchd,440,2,2Story,1977,GasA,0,159500
1075,CollgCr,Attchd,826,3,1Story,2006,GasA,0,194000
1076,Crawfor,Attchd,240,1,2Story,1940,GasA,0,219500
1077,OldTown,Attchd,566,2,1.5Fin,1936,GasA,0,170000
1078,NAmes,Attchd,299,1,1Story,1969,GasA,0,138800
1079,CollgCr,Attchd,420,2,1Story,2004,GasA,0,155900
1080,CollgCr,Attchd,299,1,1Story,1994,GasA,0,126000
1081,NWAmes,Attchd,528,2,1Story,1971,GasA,0,145000
1082,Sawyer,Attchd,308,1,1Story,1963,GasA,0,133000
1083,CollgCr,Attchd,527,2,1Story,2002,GasA,0,192000
1084,NAmes,Attchd,461,1,1Story,1964,GasA,0,160000
1085,Gilbert,Attchd,409,2,2Story,1995,GasA,0,187500
1086,SawyerW,Attchd,564,2,SFoyer,1992,GasA,0,147000
1087,MeadowV,Attchd,286,1,2Story,1973,GasA,0,83500
1088,Somerst,Attchd,1043,3,2Story,2005,GasA,0,252000
1089,Edwards,Detchd,380,2,2Story,2004,GasA,0,137500
1090,Somerst,Attchd,550,2,1Story,2005,GasA,0,197000
1091,NAmes,Detchd,400,2,1Story,1950,Wall,0,92900
1092,Somerst,Detchd,462,2,2Story,1999,GasA,0,160000
1093,SWISU,Detchd,576,2,1.5Fin,1925,GasA,0,136500
1094,NAmes,Detchd,884,2,1Story,1965,GasA,0,146000
1095,NAmes,Attchd,308,1,1Story,1956,GasA,0,129000
1096,CollgCr,Attchd,440,2,1Story,2006,GasA,0,176432
1097,IDOTRR,None,0,0,2Story,1914,GasA,0,127000
1098,StoneBr,Attchd,461,2,1Story,1986,GasA,0,170000
1099,BrkSide,Detchd,240,1,1.5Fin,1936,GasA,0,128000
1100,NWAmes,Attchd,478,2,1Story,1978,GasA,0,157000
1101,SWISU,Detchd,246,1,1Story,1920,GasA,0,60000
1102,NAmes,Detchd,280,1,1Story,1971,GasA,0,119500
1103,NAmes,Attchd,254,1,1Story,1960,GasA,0,135000
1104,NAmes,BuiltIn,539,2,1Story,1959,GasA,0,159500
1105,BrDale,Detchd,440,2,2Story,1970,GasA,0,106000
1106,NoRidge,Attchd,712,2,2Story,1994,GasA,0,325000
1107,SawyerW,Attchd,719,2,1Story,1990,GasA,0,179900
1108,Gilbert,BuiltIn,422,2,2Story,2006,GasA,0,274725
1109,Gilbert,Attchd,463,2,2Story,2000,GasA,0,181000
1110,NridgHt,Attchd,862,3,1Story,2004,GasA,0,280000
1111,Gilbert,Attchd,431,2,2Story,1995,GasA,0,188000
1112,NWAmes,Attchd,483,2,2Story,1976,GasA,0,205000
1113,NAmes,Detchd,308,1,1Story,1957,GasA,0,129900
1114,NAmes,Attchd,240,1,1Story,1953,GasA,0,134500
1115,OldTown,Detchd,326,1,1Story,1954,GasA,0,117000
1116,NridgHt,Attchd,928,3,1Story,2007,GasA,0,318000
1117,Gilbert,BuiltIn,527,2,SLvl,2002,GasA,0,184100
1118,Sawyer,Attchd,450,2,1Story,1967,GasA,0,130000
1119,Sawyer,BuiltIn,300,1,SLvl,1958,GasA,0,140000
1120,NAmes,Attchd,286,1,1Story,1959,GasA,0,133700
1121,IDOTRR,Detchd,308,1,1Story,1920,GasA,0,118400
1122,CollgCr,Attchd,782,3,1Story,2005,GasA,0,212900
1123,Edwards,Basment,288,1,1Story,1956,GasA,0,112000
1124,Edwards,None,0,0,1Story,1947,GasA,0,118000
1125,Gilbert,Attchd,392,2,SLvl,1992,GasA,0,163900
1126,NAmes,Detchd,672,2,1Story,1955,GasA,0,115000
1127,Blmngtn,Attchd,660,3,1Story,2007,GasA,0,174000
1128,Gilbert,Attchd,630,3,1Story,2004,GasA,0,259000
1129,Gilbert,BuiltIn,434,2,2Story,2004,GasA,0,215000
1130,OldTown,Detchd,672,2,SFoyer,1980,GasA,0,140000
1131,SWISU,Detchd,576,2,1.5Fin,1928,GasA,0,135000
1132,Mitchel,None,0,0,1Story,1991,GasA,0,93500
1133,OldTown,Detchd,205,1,2Story,1880,GasW,0,117500
1134,SawyerW,Attchd,466,2,2Story,1995,GasA,0,239500
1135,Gilbert,Attchd,460,2,2Story,1997,GasA,0,169000
1136,BrkSide,Detchd,180,1,1Story,1926,GasA,0,102000
1137,NAmes,Attchd,288,1,1.5Fin,1950,GasA,0,119000
1138,Sawyer,None,0,0,1.5Fin,1875,GasA,0,94000
1139,Mitchel,Attchd,714,2,1Story,1977,GasA,0,196000
1140,BrkSide,Detchd,495,2,1Story,1920,GasA,0,144000
1141,NAmes,Detchd,840,2,1Story,1951,GasA,0,139000
1142,NWAmes,Attchd,484,2,2Story,1976,GasA,0,197500
1143,CollgCr,BuiltIn,1052,3,2Story,2006,GasA,0,424870
1144,Sawyer,None,0,0,1Story,1959,GasA,0,80000
1145,Edwards,Detchd,280,1,1.5Fin,1941,Grav,0,80000
1146,BrkSide,Detchd,225,1,1.5Fin,1928,GasA,0,149000
1147,SawyerW,Attchd,403,2,1Story,1985,GasA,0,180000
1148,Crawfor,Attchd,234,1,2Story,1941,GasA,0,174500
1149,OldTown,Detchd,288,1,1.5Fin,1926,GasA,0,116900
1150,OldTown,Detchd,324,2,2Story,1920,GasA,0,143000
1151,NAmes,Attchd,306,1,1Story,1950,GasA,0,124000
1152,Edwards,Attchd,528,2,1Story,1959,GasA,0,149900
1153,Crawfor,Attchd,470,2,1Story,1956,GasA,0,230000
1154,IDOTRR,Detchd,432,1,1Story,1930,GasA,0,120500
1155,NAmes,Attchd,492,2,2Story,1965,GasA,0,201800
1156,Veenker,Attchd,528,2,1Story,1976,GasA,0,218000
1157,NAmes,Attchd,502,2,SLvl,1965,GasA,0,179900
1158,NridgHt,Attchd,626,2,1Story,2007,GasA,0,230000
1159,Somerst,Attchd,830,3,1Story,2007,GasA,0,235128
1160,NWAmes,Attchd,540,2,2Story,1974,GasA,0,185000
1161,NPkVill,Attchd,440,2,2Story,1978,GasA,0,146000
1162,Crawfor,Detchd,924,2,1Story,1954,GasA,0,224000
1163,Sawyer,Attchd,450,2,1Story,1968,GasA,0,129000
1164,Sawyer,CarPort,400,2,SFoyer,1969,GasA,0,108959
1165,Veenker,Attchd,588,2,SLvl,1978,GasA,0,194000
1166,NridgHt,Attchd,644,2,1Story,2009,GasA,0,233170
1167,CollgCr,Attchd,776,3,1Story,2008,GasA,0,245350
1168,Gilbert,Attchd,472,2,2Story,2000,GasA,0,173000
1169,Edwards,Basment,540,2,2Story,1935,GasA,0,235000
1170,NoRidge,Attchd,807,3,2Story,1995,GasA,0,625000
1171,Mitchel,Attchd,358,1,SLvl,1977,GasA,576,171000
1172,NAmes,Attchd,433,2,1Story,1958,GasA,0,163000
1173,Somerst,Detchd,625,2,2Story,2006,GasA,0,171900
1174,ClearCr,None,0,0,1.5Fin,1946,GasA,0,200500
1175,Crawfor,Detchd,360,2,2Story,1932,GasA,0,239000
1176,NoRidge,Attchd,541,2,1.5Fin,1992,GasA,0,285000
1177,Mitchel,Attchd,264,1,1Story,1984,GasA,0,119500
1178,OldTown,Detchd,210,1,1.5Fin,1926,GasA,0,115000
1179,Crawfor,Detchd,186,1,1.5Fin,1921,GasA,0,154900
1180,Edwards,None,0,0,1Story,1954,GasA,0,93000
1181,Timber,Attchd,693,2,2Story,1990,GasA,0,250000
1182,Crawfor,Attchd,482,2,1Story,2008,GasA,0,392500
1183,NoRidge,Attchd,813,3,2Story,1996,GasA,555,745000
1184,OldTown,Detchd,720,2,1Story,1920,GasA,0,120000
1185,Timber,2Types,995,3,1Story,1963,GasA,0,186700
1186,Edwards,Attchd,392,1,1.5Fin,1924,GasA,0,104900
1187,OldTown,CarPort,420,2,2Story,1900,GasA,0,95000
1188,NoRidge,Attchd,757,3,1Story,1994,GasA,0,262000
1189,CollgCr,Attchd,493,2,2Story,2002,GasA,0,195000
1190,Gilbert,Attchd,442,2,2Story,1999,GasA,0,189000
1191,Mitchel,2Types,1356,4,1Story,1961,GasA,0,168000
1192,Somerst,Detchd,492,2,2Story,1999,GasA,0,174000
1193,OldTown,Detchd,250,1,1.5Fin,1925,GasA,0,125000
1194,Mitchel,Attchd,402,2,1Story,1999,GasA,0,165000
1195,Sawyer,Attchd,299,1,2Story,1969,GasA,0,158000
1196,Gilbert,Attchd,400,2,2Story,2005,GasA,0,176000
1197,Gilbert,BuiltIn,660,3,2Story,2006,GasA,0,219210
1198,OldTown,Detchd,225,1,2.5Unf,1916,GasA,0,144000
1199,CollgCr,Attchd,573,2,1Story,2001,GasA,0,178000
1200,Sawyer,Attchd,459,2,1Story,1963,GasA,0,148000
1201,NAmes,Attchd,280,1,1Story,1970,GasA,0,116050
1202,CollgCr,Attchd,546,2,2Story,1998,GasA,0,197900
1203,BrkSide,Detchd,216,1,1.5Fin,1925,GasA,0,117000
1204,CollgCr,Attchd,451,2,1Story,2000,GasA,0,213000
1205,NWAmes,Attchd,495,2,1Story,1975,GasA,0,153500
1206,SawyerW,Attchd,701,3,1Story,1990,GasA,0,271900
1207,SawyerW,Detchd,384,1,1Story,1966,GasA,0,107000
1208,CollgCr,Attchd,544,2,1Story,2003,GasA,0,200000
1209,NAmes,Detchd,506,2,1Story,1962,GasA,0,140000
1210,Somerst,Attchd,500,2,1Story,2006,GasA,0,290000
1211,SawyerW,Attchd,462,2,2Story,1992,GasA,0,189000
1212,Gilbert,Basment,492,2,1.5Fin,1988,GasA,0,164000
1213,Edwards,Attchd,234,1,1Story,1941,GasA,0,113000
1214,Sawyer,Attchd,364,1,SLvl,1965,GasA,0,145000
1215,NAmes,Attchd,300,1,SFoyer,1962,GasA,0,134500
1216,Sawyer,Detchd,384,1,1Story,1966,GasA,0,125000
1217,Sawyer,Attchd,539,2,1.5Fin,1978,GasA,0,112000
1218,Somerst,Attchd,552,2,1Story,2009,GasA,0,229456
1219,BrkSide,None,0,0,1.5Fin,1947,GasA,0,80500
1220,BrDale,None,0,0,2Story,1971,GasA,0,91500
1221,NAmes,Attchd,288,1,1Story,1964,GasA,0,115000
1222,Sawyer,Attchd,322,1,1Story,1968,GasA,0,134000
1223,NAmes,Attchd,315,1,1.5Fin,1949,GasA,0,143000
1224,NAmes,Detchd,528,2,1Story,1951,GasA,0,137900
1225,Gilbert,Attchd,388,2,2Story,2004,GasA,0,184000
1226,NAmes,Attchd,264,1,SLvl,1958,GasA,0,145000
1227,Somerst,BuiltIn,668,3,2Story,2007,GasA,0,214000
1228,NAmes,Detchd,576,2,1Story,1965,GasA,0,147000
1229,NridgHt,Attchd,1052,3,1Story,2008,GasA,0,367294
1230,NAmes,Basment,404,1,SLvl,1960,GasA,0,127000
1231,Sawyer,BuiltIn,600,2,1.5Fin,1977,GasA,0,190000
1232,NAmes,Attchd,540,2,SLvl,1962,GasA,0,132500
1233,NAmes,CarPort,462,2,1Story,1962,GasA,0,101800
1234,NAmes,Attchd,531,2,1Story,1959,GasA,0,142000
1235,SWISU,None,0,0,2Story,1911,GasA,0,130000
1236,Crawfor,Detchd,180,1,2Story,1914,GasA,0,138887
1237,NridgHt,BuiltIn,474,2,2Story,2003,GasA,0,175500
1238,CollgCr,BuiltIn,434,2,2Story,2004,GasA,0,195000
1239,SawyerW,Detchd,484,2,1Story,2005,GasA,0,142500
1240,Timber,Attchd,472,2,1Story,2006,GasA,0,265900
1241,CollgCr,Attchd,543,2,2Story,2003,GasA,0,224900
1242,Somerst,Attchd,954,3,1Story,2007,GasA,0,248328
1243,NWAmes,Attchd,528,2,SFoyer,1974,GasA,0,170000
1244,NridgHt,Attchd,850,3,1Story,2006,GasA,0,465000
1245,Crawfor,Detchd,400,2,2Story,1929,GasA,0,230000
1246,NWAmes,BuiltIn,477,2,SLvl,1984,GasA,0,178000
1247,Somerst,Attchd,615,2,2Story,2005,GasA,0,186500
1248,Mitchel,Attchd,888,3,SLvl,1976,GasA,0,169900
1249,OldTown,Detchd,396,2,2.5Unf,1917,OthW,0,129500
1250,NAmes,Attchd,276,1,1Story,1950,GasA,0,119000
1251,NAmes,Attchd,522,2,1Story,1968,GasA,0,244000
1252,NridgHt,Attchd,478,2,1Story,2003,GasA,0,171750
1253,Mitchel,Attchd,288,1,1Story,1968,GasA,0,130000
1254,Veenker,Attchd,518,2,2Story,1974,GasA,0,294000
1255,Edwards,BuiltIn,397,2,2Story,2003,GasA,0,165400
